gene_symbol,gs_name,source,description
Cry1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Csrnp1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cx3Cl1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cxcl10,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cxcl9,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cxcr4,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cyp1B1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Cyth1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Dcp1A,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ddit4,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ddx58,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ddx60,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Dhx58,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Dtx3L,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Duox2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Dusp5,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Dynlt1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ehd4,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Eif2Ak2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Eif3L,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Elf1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Enpp1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Epas1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Erlin1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Etv6,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ext1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fadd,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fam125B,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fam134B,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fam46A,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fam46C,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fam70A,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fbxo6,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fcgr1A,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ffar2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fgr,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fkbp5,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Flt1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fndc3B,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fndc4,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fosl1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fut4,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fv1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Fzd5,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
G6Pc,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Gak,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Galnt2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Gbp2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Gbp4,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Gbp5,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Gca,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Gch1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Gem,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Gja4,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Gk,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Glipr2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Glrx,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Gmpr,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Gpx2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Gtpbp2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Gzmb,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Hbxip,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Heg1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Herc6,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Hesx1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Hk2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Hla-F,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Hla-G,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Hnrnpul1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Hpse,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Hsh2D,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Hyal1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Hyal2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Hyal3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ido1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ifi27L2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ifi30,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ifi35,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ifi44,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ifi44L,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ifih1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ifit1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ifit2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ifit3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ifitm1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ifitm2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ifitm3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ifne,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Igfbp2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ikbkb,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ikbke,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ikbkg,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Il10,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Il12B,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Il12Rb1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Il15,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Il15Ra,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Il17Rb,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Il1R1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Il1Rn,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Il23A,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Il23R,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Il28Ra,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Il6,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Il6St,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Impa2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Irf1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Irf2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Irf3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Irf7,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Irf9,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Isg15,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Isg20,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Itch,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ivns1Abp,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Jak2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Jun,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Junb,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Lamp3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Lap3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Lcn2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Lepr,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Lgals3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Lgals9,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Lgmn,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Lipa,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Lmo2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Lta,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ly6E,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Mab21L2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Mafb,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Maff,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Map3K14,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Map3K5,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Mapkapk2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Mastl,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Mavs,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Max,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Mb21D1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Mcl1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Med14,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Mfn1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Micb,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Mkx,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Mov10,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ms4A4A,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Mst1R,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Mt1H,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Mthfd2L,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Myd88,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Myof,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
N4Bp1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Nampt,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Napa,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ncf1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ncoa3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ndc80,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Nfil3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Nlrx1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Nmi,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Nod2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Nos2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Npas2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Nt5C3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Nup50,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Oas1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Oas1B,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Oas2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Oas3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Oasl,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Odc1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ogfr,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Optn,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Otub1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Otub2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
P2Ry6,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pabpc4,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Padi2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pdgfrl,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pdia3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pdk1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pfdn6,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pfkfb3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Phf15,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pi4K2B,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pias1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pim3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pin1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Plekha4,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Plin2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Plp1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Plscr1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pml,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pmm2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pnpt1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pnrc1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ppm1K,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Prkd2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Prkra,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Psmb5,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Psmb6,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Psmb8,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Psmb9,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ptpn2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ptpn6,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pus1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Pxk,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Rab27A,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Raf1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Rasgef1B,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Rassf4,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Rbck1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Rbm25,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Rela,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Rgs1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ripk1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Rnase4,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Rnasel,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Rnf114,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Rnf216,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Rpl22,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Rps15A,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Rsad2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Rtp4,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
S100A8,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Saa1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Samd4A,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Samhd1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Sat1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Scarb2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Sco2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Sectm1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Serpinb9,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Serpine1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Serping1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Sike1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Sirpa,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Slc15A3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Slc16A1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Slc1A1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Slc25A28,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Slc25A30,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Slfn5,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Smad3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Snn,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Socs1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Socs2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Socs3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Sp110,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Spaca3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Spn,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Spsb1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Sptlc2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Ssbp3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Stap1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Stard5,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Stat1,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Stat2,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
Stat3,ISGs,https://pubmed.ncbi.nlm.nih.gov/29249360/,Table S2: ISG genes
